,Average MSE
0,4.296412706375122
1,4.271147727966309
2,4.24206558863322
3,4.21632194519043
4,4.180786848068237
5,4.144749800364177
6,4.106702248255412
7,4.0490420659383135
8,3.9982775847117105
9,3.9364054203033447
10,3.8631160656611123
11,3.7858663400014243
12,3.702762722969055
13,3.620248039563497
14,3.533087134361267
15,3.437107483545939
16,3.341286579767863
17,3.2509218056996665
18,3.1383670568466187
19,3.0503573020299277
