,Average MSE
0,0.0030414783492839583
1,0.003029745838527257
2,0.0030081555111488947
3,0.002971020934637636
4,0.00290383308310993
5,0.0027978564030490816
6,0.0026512566740469388
7,0.002500249305739999
8,0.002401483419816941
9,0.0023561832398020974
10,0.0023365232336800545
11,0.0023298110851707556
12,0.0023222404803770282
13,0.0023218169323323914
14,0.002323069958947599
15,0.002321194449905306
16,0.0023181403909499445
17,0.0023186822848704955
18,0.0023145531207167855
19,0.002318062479995812
